id;last_scraped;name;host_id;host_url;host_name;host_since;host_location;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_total_listings_count;host_verifications;host_has_profile_pic;host_identity_verified;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;latitude;longitude;property_type;room_type;accommodates;bathrooms;bathrooms_text;bedrooms;beds;amenities;price;minimum_nights;maximum_nights;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;license;instant_bookable;calculated_host_listings_count;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms;reviews_per_month
8.88E+17;30.12.2024;#NAME?;444356439;https://www.airbnb.com/users/show/444356439;Joerg;09.02.2022;Zürich, Switzerland;within an hour;100%;100%;f;3;6;['email', 'phone'];t;t;Zürich, Switzerland;Langstrasse;Kreis 4;47.38;8.52;Private room;Private room;2;;1.5 shared baths;;;"[""Wifi"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Luggage dropoff allowed"", ""Piano"", ""Fire extinguisher"", ""Paid parking on premises"", ""Coffee maker"", ""Elevator"", ""Dedicated workspace"", ""Central air conditioning"", ""Lockbox"", ""Exercise equipment"", ""Long term stays allowed"", ""Self check-in"", ""Free parking on premises"", ""Shared gym nearby"", ""Hot water"", ""Dining table"", ""Laundromat nearby"", ""Outdoor playground"", ""First aid kit"", ""Shared sauna"", ""Pets allowed"", ""Central heating"", ""Portable fans"", ""Coffee"", ""Cleaning available during stay"", ""Shared backyard"", ""Portable air conditioning"", ""Free street parking"", ""Exterior security cameras on property"", ""Lock on bedroom door""]";;1;60;1;1;1125;1125;1;1125;;t;0;0;0;0;30.12.2024;114;69;3;17.05.2023;06.12.2024;4.44;4.68;4.67;4.77;4.64;4.72;4.36;;f;3;0;3;0;5.76
8.88E+17;30.12.2024;Basic Apartment in vibrant residential part of ZH!;1229459;https://www.airbnb.com/users/show/1229459;Swissstay;30.09.2011;Zürich, Switzerland;within an hour;100%;100%;f;85;157;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Sihlfeld;Kreis 3;47.37;8.52;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""EV charger"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Private entrance"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Oven"", ""Coffee maker"", ""Gas stove"", ""Elevator"", ""Dedicated workspace"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Window guards"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Heating"", ""Private patio or balcony"", ""Cooking basics""]";$100.00;2;90;2;4;1125;1125;3.6;1125;;t;21;21;21;21;30.12.2024;51;29;2;24.05.2023;20.12.2024;4.59;4.59;4.71;4.84;4.78;4.67;4.43;;f;81;81;0;0;2.61
8.88E+17;30.12.2024;Zh Digitus - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$79.00;1;1125;1;30;30;1125;15;534.5;;t;26;56;85;295;30.12.2024;5;4;0;10.07.2023;28.05.2024;4.6;4.8;5;4.8;4.8;4.2;4.4;;t;98;98;0;0;0.28
8.88E+17;30.12.2024;Zh Mandibula 3 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$84.00;1;1125;1;30;2;1125;12.5;669.6;;t;12;12;29;122;30.12.2024;2;1;0;19.06.2023;23.11.2024;4.5;4.5;4.5;4.5;5;3.5;4;;t;98;98;0;0;0.11
8.88E+17;30.12.2024;Zh Tibia 2 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$87.00;1;1125;1;30;1;1125;13.7;582.6;;t;25;55;71;264;30.12.2024;4;3;0;30.07.2023;05.10.2024;4.75;4.75;4.75;5;4.75;4.25;4;;t;98;98;0;0;0.23
8.88E+17;30.12.2024;Zh Ulna 2 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$87.00;1;1125;1;30;75;1125;5.5;960.7;;t;0;0;0;60;30.12.2024;2;0;0;14.06.2023;23.06.2023;5;4.5;5;5;5;5;4.5;;t;98;98;0;0;0.11
8.88E+17;30.12.2024;Zh Maxilla 3 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;;1 bath;;;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";;1;1125;1;1;1125;1125;1;1125;;t;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;t;98;98;0;0;
8.88E+17;30.12.2024;Zh Fibula 2 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$87.00;1;1125;1;30;47;1125;27.3;91.7;;t;26;56;86;361;30.12.2024;1;1;0;31.08.2024;31.08.2024;5;5;5;5;5;5;5;;t;98;98;0;0;0.25
8.88E+17;30.12.2024;Zh Radius - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;;1 bath;;;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";;1;1125;1;1;1125;1125;1;1125;;t;0;0;0;148;30.12.2024;1;0;0;24.05.2023;24.05.2023;5;5;5;5;5;5;5;;t;98;98;0;0;0.05
8.88E+17;30.12.2024;Zh Ulna 1 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$87.00;1;1125;1;30;75;1125;10.8;770.2;;t;0;0;0;121;30.12.2024;5;5;0;24.03.2024;13.06.2024;4.8;4.8;4.8;5;4.8;4.8;4.8;;t;98;98;0;0;0.53
8.88E+17;30.12.2024;Zh Tibia 1 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Hirslanden;Kreis 7;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$87.00;1;1125;1;30;2;1125;3.5;1011.5;;t;9;9;9;39;30.12.2024;1;1;0;17.07.2024;17.07.2024;5;5;5;5;5;5;5;;t;98;98;0;0;0.18
8.88E+17;30.12.2024;Zh Fibula 1 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$87.00;1;1125;1;30;30;1125;24.7;184.1;;t;25;55;85;358;30.12.2024;3;3;1;24.02.2024;11.12.2024;4.33;4;4.67;3.67;4.33;4.33;3.33;;t;98;98;0;0;0.29
8.88E+17;30.12.2024;Zh Clavicula 3 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Weinegg;Kreis 8;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$86.00;1;1125;1;30;75;1125;22.6;341.7;;t;0;0;0;274;30.12.2024;2;1;0;23.08.2023;28.07.2024;5;5;5;5;5;5;4.5;;t;98;98;0;0;0.12
8.88E+17;30.12.2024;Zurich downtown dream;90437848;https://www.airbnb.com/users/show/90437848;Lukas;17.08.2016;Zürich, Switzerland;within an hour;98%;100%;t;10;10;['email', 'phone'];t;t;;Langstrasse;Kreis 4;47.38;8.53;Entire rental unit;Entire home/apt;6;;1 bath;2;;"[""Wifi"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Outdoor dining area"", ""Kitchen"", ""Bed linens"", ""Clothing storage"", ""Crib"", ""Dedicated workspace"", ""Shower gel"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Heating"", ""Pets allowed"", ""Cooking basics"", ""City skyline view"", ""TV""]";;2;365;1;2;30;30;1.2;30;;t;0;0;0;0;30.12.2024;74;47;1;20.05.2023;05.12.2024;4.7;4.78;4.85;4.91;4.85;4.55;4.65;;t;9;9;0;0;3.76
8.89E+17;30.12.2024;Room for 2 in townhouse / close to Taylor Swift;3092677;https://www.airbnb.com/users/show/3092677;Diego;29.07.2012;Zürich, Switzerland;N/A;N/A;67%;f;2;2;['email', 'phone'];t;t;;Altstetten;Kreis 9;47.38;8.5;Private room in townhouse;Private room;2;;1 shared bath;;;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Backyard"", ""Iron"", ""High chair"", ""Air conditioning"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Outdoor furniture"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Cleaning products"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Oven"", ""BBQ grill"", ""Coffee maker"", ""Washer"", ""Dedicated workspace"", ""Lockbox"", ""Self check-in"", ""Window guards"", ""Fire pit"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Heating"", ""Freezer"", ""Cleaning available during stay"", ""Cooking basics"", ""Lock on bedroom door"", ""TV""]";;1;3;1;1;3;3;1;3;;t;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;f;2;1;1;0;
8.89E+17;30.12.2024;Zh Radius 2 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Hirslanden;Kreis 7;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$84.00;1;1125;1;30;30;1125;3.7;985.3;;t;10;40;70;72;30.12.2024;1;1;0;05.06.2024;05.06.2024;4;5;5;2;5;5;4;;t;98;98;0;0;0.14
8.89E+17;30.12.2024;Zh Radius 1 - Riesbach HITrental Apartments;12886487;https://www.airbnb.com/users/show/12886487;Stephanie;07.03.2014;Zürich, Switzerland;within an hour;100%;100%;t;259;262;['email', 'phone', 'work_email'];t;t;;Hirslanden;Kreis 7;47.36;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Crib"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$84.00;1;1125;1;30;30;1125;11;759.9;;t;0;0;0;179;30.12.2024;0;0;0;;;;;;;;;;;t;98;98;0;0;
8.90E+17;30.12.2024;Amazing studio the city center, very sunny (Sun 4);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Unterstrass;Kreis 6;47.38;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Toaster"", ""Heating"", ""Freezer"", ""Portable fans"", ""Cooking basics"", ""Exterior security cameras on property"", ""TV""]";$143.00;2;365;2;2;365;365;2;365;;t;25;31;31;31;30.12.2024;29;20;2;11.06.2023;03.12.2024;4.83;4.76;4.9;4.9;5;4.86;4.86;;t;115;115;0;0;1.53
8.91E+17;30.12.2024;Swiss Accommodation auf Zeit;514669571;https://www.airbnb.com/users/show/514669571;Swiss;14.05.2023;;N/A;N/A;0%;f;1;1;['email', 'phone'];t;t;;Langstrasse;Kreis 4;47.38;8.53;Room in hotel;Private room;1;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Essentials"", ""Refrigerator"", ""Smoking allowed"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Baking sheet"", ""Cleaning products"", ""Hangers"", ""Microwave"", ""Electric stove"", ""Body soap"", ""Paid parking on premises"", ""Coffee maker"", ""Washer"", ""Long term stays allowed"", ""Free dryer"", ""Self check-in"", ""Hot water"", ""Room-darkening shades"", ""Single oven"", ""Extra pillows and blankets"", ""Pets allowed"", ""Central heating"", ""Portable fans"", ""Building staff"", ""Cooking basics""]";$115.00;7;1125;7;7;1125;1125;7;1125;;t;30;60;90;90;30.12.2024;0;0;0;;;;;;;;;;;f;1;0;1;0;
8.92E+17;30.12.2024;Suite 505 nel cuore di Zurigo;487565059;https://www.airbnb.com/users/show/487565059;Gianluca;13.11.2022;Zürich, Switzerland;within an hour;100%;85%;f;3;3;['email', 'phone'];t;t;Zürich, Switzerland;Alt-Wiedikon;Kreis 3;47.37;8.52;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Pocket wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Wine glasses"", ""Hair dryer"", ""Bidet"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Kitchen"", ""Baking sheet"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Body soap"", ""Conditioner"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Induction stove"", ""Paid parking on premises"", ""Elevator"", ""Dedicated workspace"", ""Shower gel"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Paid parking garage off premises"", ""Outdoor playground"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""First aid kit"", ""Freezer"", ""Central heating"", ""Portable fans"", ""Coffee"", ""Smoke alarm"", ""Cleaning available during stay"", ""Cooking basics"", ""Portable heater"", ""TV""]";$141.00;1;30;1;1;30;30;1;30;;t;0;27;57;330;30.12.2024;6;2;0;26.07.2023;09.07.2024;4.83;4.83;5;4.67;5;4.67;4.5;;t;3;3;0;0;0.34
8.92E+17;30.12.2024;Spaceouse quiet 2.5 room, washer/dryer/dishwasher;347850668;https://www.airbnb.com/users/show/347850668;Flo;28.05.2020;;within an hour;100%;98%;t;3;8;['email', 'phone'];t;t;Zürich, Switzerland;Rathaus;Kreis 1;47.37;8.55;Entire rental unit;Entire home/apt;3;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Clothing storage: closet and wardrobe"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Big refrigerator"", ""Essentials"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Induction stove"", ""Elevator"", ""Washer"", ""Dedicated workspace"", ""Lockbox"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Self check-in"", ""Window guards"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Extra pillows and blankets"", ""First aid kit"", ""Freezer"", ""Central heating"", ""Portable fans"", ""Smoke alarm"", ""Cooking basics"", ""TV""]";$187.00;21;365;1;2;365;365;1;365;;t;26;56;86;266;30.12.2024;12;8;0;31.05.2023;21.09.2024;4.83;4.67;4.5;4.58;4.83;4.92;4.42;;f;3;3;0;0;0.62
8.93E+17;30.12.2024;Amazing studio/the city center (Sun 5);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Unterstrass;Kreis 6;47.38;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Toaster"", ""Heating"", ""Freezer"", ""Portable fans"", ""Cooking basics"", ""Exterior security cameras on property"", ""TV""]";$158.00;2;365;2;2;365;365;2;365;;t;15;20;20;20;30.12.2024;14;3;2;16.06.2023;12.12.2024;4.79;4.86;4.71;4.79;4.71;4.57;4.5;;t;115;115;0;0;0.74
8.93E+17;30.12.2024;Charming apartment in Zürich;98464099;https://www.airbnb.com/users/show/98464099;Alysa;06.10.2016;Zürich, Switzerland;within a few hours;100%;69%;f;1;1;['email', 'phone'];t;t;Zürich, Switzerland;Friesenberg;Kreis 3;47.36;8.51;Entire rental unit;Entire home/apt;3;1;1 bath;1;2;"[""Wifi"", ""Bathtub"", ""Refrigerator"", ""Outdoor dining area"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Coffee maker"", ""Lockbox"", ""Mountain view"", ""Self check-in"", ""Hot water"", ""Dining table"", ""Garden view"", ""Other electric stove"", ""First aid kit"", ""Coffee"", ""Cooking basics"", ""TV""]";$136.00;5;28;5;5;28;28;5;28;;t;0;0;0;18;30.12.2024;7;7;1;03.03.2024;02.12.2024;5;5;4.86;5;5;5;5;;f;1;1;0;0;0.69
8.94E+17;30.12.2024;Beautiful Loft - Zurich Berninaplatz;4124134;https://www.airbnb.com/users/show/4124134;Antranik;11.11.2012;Zürich, Switzerland;within a day;100%;62%;t;2;5;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Oerlikon;Kreis 11;47.4;8.55;Entire rental unit;Entire home/apt;4;2;2 baths;2;2;"[""Park view"", ""Dryer"", ""Wine glasses"", ""Bathtub"", ""Essentials"", ""Stove"", ""Outdoor furniture"", ""Private entrance"", ""Bed linens"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Sound system"", ""Crib"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Laundromat nearby"", ""Coffee"", ""Smoke alarm"", ""Dishes and silverware"", ""Mini fridge"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Refrigerator"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Hangers"", ""Body soap"", ""Oven"", ""BBQ grill"", ""Outdoor kitchen"", ""Lockbox"", ""Barbecue utensils"", ""Lake access"", ""Room-darkening shades"", ""Heating"", ""First aid kit"", ""Freezer"", ""Cooking basics"", ""TV"", ""Single level home"", ""Babysitter recommendations"", ""Paid parking off premises"", ""Iron"", ""Kitchen"", ""Baking sheet"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Standalone high chair"", ""Conditioner"", ""Clothing storage: closet, wardrobe, and dresser"", ""Paid parking on premises"", ""Shower gel"", ""Shampoo"", ""Window guards"", ""Hockey rink"", ""Ethernet connection"", ""Dining table"", ""Private backyard \u2013 Fully fenced"", ""Host greets you"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Sun loungers"", ""Trash compactor"", ""Beach essentials"", ""Cleaning products"", ""Fast wifi \u2013 265 Mbps"", ""Hot tub"", ""Fire extinguisher"", ""Books and reading material"", ""Baby bath"", ""Blender"", ""Self check-in"", ""Hot water"", ""Toaster"", ""Cleaning available during stay"", ""Free street parking"", ""City skyline view""]";$225.00;2;25;2;2;25;25;2;25;;t;0;0;0;23;30.12.2024;3;3;0;10.07.2024;18.08.2024;5;5;4.67;5;5;5;5;;f;2;1;1;0;0.52
